player_id,game_id,date,season,player_name,opponent_id,min,pts,reb,ast,fga,fgm,trend_pts,trend_reb,trend_ast,min_l10,fga_per_min_l10,proj_volume,pts_std_l10,pts_mean_l10,cv_l10,opp_avg_pts_allowed_l10,opp_avg_reb_allowed_l10,opp_avg_ast_allowed_l10
1630611,0022400072,2024-10-23,2024-25,Gui Santos,7,5.116666666666666,3,1,1,1,1,0.31605335676597546,0.23596625254694015,0.0274852292327226,4.986666666666666,0.3396306186025812,1.6936246847648715,4.0276819911981905,2.0,2.0138409955990952,110.4,44.8,26.4
1630625,0022400072,2024-10-23,2024-25,Dalano Banton,8,8.0,3,1,1,4,1,0.11780272284975313,0.14764365635751722,-0.17769235540184988,34.88666666666667,0.5614914180388766,19.588563937316277,7.103207413243372,20.7,0.34315011658180544,106.5,40.5,26.4
1630703,0022400072,2024-10-23,2024-25,Scoot Henderson,8,27.9,22,4,4,18,7,-0.4904807449084223,-0.009758192196267945,-0.8413072186300912,32.82666666666667,0.4974183538291077,16.328586495030176,8.38053299816505,18.3,0.45795262285054916,106.5,40.5,26.4
1631108,0022400062,2024-10-22,2024-25,Max Christie,6,11.416666666666666,2,2,0,3,0,-0.08126661206207869,-0.019935784251935047,0.0,0.47833333333333333,0.5202492211838005,0.24885254413291788,0.8432740427115899,0.4,2.1081851067789747,106.1,40.3,22.7
1631133,0022400072,2024-10-23,2024-25,Jabari Walker,8,7.283333333333333,0,2,0,0,0,-0.04873854190733609,-0.8649651752292079,-0.10987791042886538,30.370000000000005,0.29360354027207924,8.916739518063048,4.666666666666664,11.0,0.42424242424242403,106.5,40.5,26.4
1631200,0022400072,2024-10-23,2024-25,Kris Murray,8,9.916666666666666,1,1,1,2,0,-0.32073766303175966,0.8449596421425665,-0.08631733014370982,36.910000000000004,0.30169074915511657,11.135405551315353,2.1499353995462926,11.8,0.18219791521578751,106.5,40.5,26.4
1631210,0022400061,2024-10-22,2024-25,Jacob Toppin,3,2.783333333333333,0,0,0,1,0,0.0,0.0,0.0,0.0,0.3592814371257485,0.0,0.0,0.0,0.0,104.5,41.5,22.6
1631218,0022400072,2024-10-23,2024-25,Trayce Jackson-Davis,7,24.616666666666667,14,4,2,5,5,-0.6731291538951494,-0.5991210778335054,-0.008763684604787117,21.761666666666667,0.2653399746389771,5.774240081435207,4.195235392680595,9.4,0.4463016375192122,110.4,44.8,26.4
1641712,0022400072,2024-10-23,2024-25,Rayan Rupert,8,16.95,6,3,0,4,3,0.2041982791831727,0.01206005621449932,0.2447631405162251,31.226666666666667,0.2468574521079109,7.708535371156365,3.169297153067923,5.6,0.5659459201907006,106.5,40.5,26.4
1641739,0022400072,2024-10-23,2024-25,Toumani Camara,8,29.883333333333333,11,6,4,8,3,0.7821667377219136,-0.11378551972708512,-0.09575708947557421,30.65,0.24868449933026845,7.622179904472728,5.223876806442598,11.8,0.4427014242747964,106.5,40.5,26.4
1641764,0022400072,2024-10-23,2024-25,Brandin Podziemski,7,24.933333333333334,0,7,4,5,0,-0.9140377485128568,0.38990278354626734,-0.3280603627985442,25.881666666666668,0.2881992145064166,7.45907600345024,4.243949942107126,10.7,0.39663083571094643,110.4,44.8,26.4
1641775,0022400061,2024-10-22,2024-25,Jordan Walsh,4,6.083333333333333,0,0,1,1,0,0.0,0.03458256025725365,0.0,0.5,0.16438356164383564,0.08219178082191782,0.0,0.0,0.0,112.4,39.2,28.1
1641871,0022400072,2024-10-23,2024-25,Duop Reath,8,3.2666666666666666,3,1,1,2,1,0.7198154393831953,0.07471662031603359,-0.11838724766535419,15.516666666666666,0.5027271213859374,7.800649166838462,4.863697724525616,7.9,0.615657939813369,106.5,40.5,26.4
1642261,0022400062,2024-10-22,2024-25,Dalton Knecht,6,15.783333333333333,5,1,2,4,2,0.0,0.0,0.0,15.783333333333333,0.25343189017951423,3.9999999999999996,,,0.0,106.1,40.3,22.7
1642270,0022400072,2024-10-23,2024-25,Donovan Clingan,8,12.583333333333334,2,2,0,2,1,0.0,0.0,0.0,12.583333333333334,0.15894039735099336,1.9999999999999998,,,0.0,106.5,40.5,26.4
1642278,0022400061,2024-10-22,2024-25,Tyler Kolek,3,5.4,3,0,0,2,1,0.0,0.0,0.0,5.4,0.37037037037037035,2.0,,,0.0,104.5,41.5,22.6
1642355,0022400062,2024-10-22,2024-25,Bronny James,6,2.6833333333333336,0,1,0,2,0,0.0,0.0,0.0,2.6833333333333336,0.7453416149068323,2.0,,,0.0,106.1,40.3,22.7
1642359,0022400061,2024-10-22,2024-25,Pacome Dadiet,3,13.383333333333333,3,1,0,3,1,0.0,0.0,0.0,13.383333333333333,0.22415940224159403,3.0,,,0.0,104.5,41.5,22.6
